,first_name,second_name,web_name,total_points,points_per_game,minutes,team_name,team_name_Arsenal,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Leeds,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
0,Cédric,Alves Soares,Cédric,48,2.3,1481,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Bernd,Leno,Leno,10,2.5,360,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Granit,Xhaka,Xhaka,60,2.2,2327,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Mohamed,Elneny,Elneny,27,1.9,801,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rob,Holding,Holding,29,1.9,840,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Thomas,Partey,Partey,71,3.0,2027,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Martin,Ødegaard,Ødegaard,131,3.6,2782,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Kieran,Tierney,Tierney,106,4.8,1916,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Nicolas,Pépé,Pépé,45,2.2,681,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Benjamin,White,White,107,3.3,2880,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Eddie,Nketiah,Nketiah,55,2.6,823,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Emile,Smith Rowe,Smith Rowe,125,3.8,1909,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Bukayo,Saka,Saka,179,4.7,2978,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Takehiro,Tomiyasu,Tomiyasu,75,3.6,1680,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Aaron,Ramsdale,Ramsdale,135,4.0,3060,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Gabriel,dos Santos Magalhães,Gabriel,146,4.2,3063,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Nuno,Varela Tavares,Tavares,49,2.2,1169,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Albert,Sambi Lokonga,Sambi,32,1.7,1129,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Gabriel,Martinelli Silva,Martinelli,110,3.8,1855,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Pablo,Marí Villar,Pablo Marí,1,0.5,180,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Ainsley,Maitland-Niles,Maitland-Niles,12,1.5,263,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Lucas,Torreira di Pascua,Torreira,0,0.0,0,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Reiss,Nelson,Nelson,1,1.0,19,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Matt,Turner,Turner,0,0.0,0,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Fábio,Ferreira Vieira,Fábio Vieira,0,0.0,0,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,William,Saliba,Saliba,0,0.0,0,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Marcus,Oliveira Alencar,Marquinhos,0,0.0,0,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Gabriel,Fernando de Jesus,Jesus,120,4.3,1871,Arsenal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Philippe,Coutinho Correia,Coutinho,83,4.4,1327,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Danny,Ings,Ings,106,3.5,1891,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Emiliano,Martínez Romero,Martínez,129,3.6,3240,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Calum,Chambers,Chambers,42,3.2,999,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Lucas,Digne,Digne,83,2.9,2440,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Bertrand,Traoré,Traoré,13,1.4,212,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Robin,Olsen,Olsen,1,1.0,90,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Morgan,Sanson,Sanson,13,1.3,349,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,John,McGinn,McGinn,110,3.1,3090,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Kortney,Hause,Hause,20,2.9,397,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Tyrone,Mings,Mings,118,3.3,3188,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ollie,Watkins,Watkins,131,3.7,2950,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Marvelous,Nakamba,Nakamba,22,1.4,899,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Emiliano,Buendía Stati,Buendía,107,3.1,1887,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Matty,Cash,Cash,147,3.9,3377,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Ezri,Konsa Ngoyo,Konsa,78,2.7,2477,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Leon,Bailey,Bailey,37,2.1,750,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Douglas Luiz,Soares de Paulo,Douglas Luiz,89,2.6,2715,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Jacob,Ramsey,Ramsey,109,3.2,2465,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Carney,Chukwuemeka,Chukwuemeka,16,1.3,291,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Tim,Iroegbunam,Iroegbunam,4,1.3,90,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Diego Carlos,Santos Silva,Diego Carlos,0,0.0,0,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Anwar,El Ghazi,El Ghazi,22,2.0,392,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Keinan,Davis,Davis,1,1.0,11,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Boubacar,Kamara,Kamara,0,0.0,0,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Cameron,Archer,Archer,3,1.0,24,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Jaden,Philogene-Bidace,Philogene-Bidace,1,1.0,4,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Frédéric,Guilbert,Guilbert,0,0.0,0,Aston Villa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Adam,Smith,Smith,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Junior,Stanislas,Stanislas,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Ryan,Fredericks,Fredericks,7,1.0,303,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,David,Brooks,Brooks,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Jamal,Lowe,Lowe,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Kieffer,Moore,Moore,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Emiliano,Marcondes,Marcondes,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Jefferson,Lerma Solís,Lerma,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Jack,Stacey,Stacey,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Dominic,Solanke,Solanke,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lewis,Cook,Cook,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Ben,Pearson,Pearson,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Ryan,Christie,Christie,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Philip,Billing,Billing,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Chris,Mepham,Mepham,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Mark,Travers,Travers,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Lloyd,Kelly,Kelly,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Siriki,Dembélé,Dembélé,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Jaidon,Anthony,Anthony,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Jordan,Zemura,Zemura,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Will,Dennis,Dennis,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Joe,Rothwell,Rothwell,0,0.0,0,Bournemouth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Pontus,Jansson,Jansson,122,3.3,3321,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Christian,Nørgaard,Nørgaard,101,2.9,3054,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Ivan,Toney,Toney,139,4.2,2908,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,David,Raya Martin,Raya,95,4.0,2160,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Sergi,Canós Tenés,Canós,81,2.6,2077,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Josh,Dasilva,Dasilva,7,0.8,250,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Kristoffer,Ajer,Ajer,81,3.4,1995,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Rico,Henry,Henry,108,3.2,2775,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Vitaly,Janelt,Janelt,90,2.9,2295,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Saman,Ghoddos,Ghoddos,30,1.8,524,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Mathias,Jensen,Jensen,54,1.7,1590,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Yoane,Wissa,Wissa,92,3.1,1268,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Mads,Roerslev Rasmussen,Roerslev,41,2.0,1232,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Mads,Bech Sørensen,Bech,22,2.0,833,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Ethan,Pinnock,Pinnock,90,2.8,2694,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Frank,Onyeka,Onyeka,35,1.8,1040,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Shandon,Baptiste,Baptiste,35,1.6,898,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Bryan,Mbeumo,Mbeumo,119,3.4,2905,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Charlie,Goode,Goode,10,1.7,448,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Marcus,Forss,Forss,11,1.6,203,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Dominic,Thompson,Thompson,3,1.5,146,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Mads,Bidstrup,Bidstrup,4,1.0,36,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Ellery,Balcombe,Balcombe,0,0.0,0,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Aaron,Hickey,Hickey,0,0.0,0,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Keane,Lewis-Potter,Lewis-Potter,0,0.0,0,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Thomas,Strakosha,Strakosha,0,0.0,0,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Adam,Lallana,Lallana,44,1.8,1559,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Jason,Steele,Steele,2,2.0,90,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Danny,Welbeck,Welbeck,89,3.6,1469,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Pascal,Groß,Gross,88,3.0,2033,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Shane,Duffy,Duffy,48,2.7,1434,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Lewis,Dunk,Dunk,92,3.2,2573,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Solly,March,March,61,2.0,1733,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Adam,Webster,Webster,59,2.7,1429,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Joël,Veltman,Veltman,95,2.8,2874,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Neal,Maupay,Maupay,98,3.1,2269,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Leandro,Trossard,Trossard,141,4.1,2803,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Marc,Cucurella Saseta,Cucurella,126,3.6,3089,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Robert,Sánchez,Sánchez,126,3.4,3330,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Tariq,Lamptey,Lamptey,74,2.5,1547,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Steven,Alzate,Alzate,13,1.4,401,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Alexis,Mac Allister,Mac Allister,93,2.8,2112,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Jakub,Moder,Moder,58,2.1,1694,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Enock,Mwepu,Mwepu,58,3.2,990,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Jeremy,Sarmiento Morante,Sarmiento,5,1.0,44,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Moisés,Caicedo Corozo,Caicedo,27,3.4,660,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Taylor,Richards,Richards,2,1.0,23,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Haydon,Roberts,Roberts,0,0.0,0,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Deniz,Undav,Undav,0,0.0,0,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Kaoru,Mitoma,Mitoma,0,0.0,0,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Julio,Enciso,Enciso,0,0.0,0,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Kacper,Kozłowski,Kozłowski,0,0.0,0,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,César,Azpilicueta,Azpilicueta,87,3.2,2067,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Thiago,Emiliano da Silva,Thiago Silva,130,4.1,2649,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Marcos,Alonso,Alonso,128,4.6,2164,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Jorge Luiz,Frello Filho,Jorginho,106,3.7,2271,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Ross,Barkley,Barkley,14,2.3,174,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Mateo,Kovacic,Kovacic,76,3.0,1552,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Kepa,Arrizabalaga,Arrizabalaga,19,4.8,360,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,N'Golo,Kanté,Kanté,79,3.0,1769,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Hakim,Ziyech,Ziyech,79,3.4,1311,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Ruben,Loftus-Cheek,Loftus-Cheek,52,2.2,1384,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Timo,Werner,Werner,62,3.0,1278,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Robert Kenedy,Nunes do Nascimento,Kenedy,4,4.0,58,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Ben,Chilwell,Chilwell,55,7.9,541,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Christian,Pulisic,Pulisic,77,3.5,1282,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Trevoh,Chalobah,Chalobah,99,5.0,1447,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Mason,Mount,Mount,169,5.3,2358,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Malang,Sarr,Sarr,30,3.8,544,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Callum,Hudson-Odoi,Hudson-Odoi,49,3.3,958,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Kai,Havertz,Havertz,112,3.9,1802,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Reece,James,James,141,5.4,1863,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Edouard,Mendy,Mendy,130,3.8,3060,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Conor,Gallagher,Gallagher,140,4.1,2843,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Billy,Gilmour,Gilmour,49,2.0,1852,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Armando,Broja,Broja,92,2.9,1969,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Ethan,Ampadu,Ampadu,0,0.0,0,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Raheem,Sterling,Sterling,163,5.4,2121,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Kalidou,Koulibaly,Koulibaly,0,0.0,0,Chelsea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Vicente,Guaita,Guaita,119,4.0,2655,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,James,Tomkins,Tomkins,17,2.1,545,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,James,McArthur,McArthur,54,2.6,1434,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Christian,Benteke,Benteke,58,2.3,1132,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Joel,Ward,Ward,73,2.6,2486,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Nathaniel,Clyne,Clyne,59,3.7,1351,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Luka,Milivojevic,Milivojevic,19,1.3,767,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Jordan,Ayew,Ayew,77,2.5,2012,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Wilfried,Zaha,Zaha,150,4.5,2759,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Jeffrey,Schlupp,Schlupp,86,2.7,1840,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Jack,Butland,Butland,30,3.3,765,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Will,Hughes,Hughes,34,2.1,1050,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Jairo,Riedewald,Riedewald,4,1.3,116,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Joachim,Andersen,Andersen,124,3.6,2914,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Odsonne,Edouard,Edouard,87,3.1,1554,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Marc,Guéhi,Guéhi,123,3.4,3222,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Jean-Philippe,Mateta,Mateta,61,2.8,1138,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Eberechi,Eze,Eze,31,2.4,599,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Tyrick,Mitchell,Mitchell,109,3.0,3101,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Michael,Olise,Olise,73,2.8,1127,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Jesurun,Rak-Sakyi,Rak-Sakyi,4,2.0,79,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Malcolm,Ebiowei,Ebiowei,0,0.0,0,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Nathan,Ferguson,Ferguson,1,1.0,8,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Sam,Johnstone,Johnstone,0,0.0,0,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Remi,Matthews,Matthews,0,0.0,0,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Luke,Plange,Plange,0,0.0,0,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Cheick,Doucouré,C.Doucouré,0,0.0,0,Crystal Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Asmir,Begović,Begović,13,4.3,270,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,Salomón,Rondón,Rondón,30,1.5,779,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,Seamus,Coleman,Coleman,79,2.6,2656,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,Andros,Townsend,Townsend,66,3.1,1452,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
