,first_name,second_name,web_name,total_points,points_per_game,minutes,team_name,team_name_Arsenal,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Leeds,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
424,Nathan,Redmond,Redmond,79,2.9,1827,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,Jack,Stephens,Stephens,12,1.1,810,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,Stuart,Armstrong,S.Armstrong,57,2.3,1465,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,Mohamed,Elyounoussi,Elyounoussi,90,3.0,2039,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428,James,Ward-Prowse,Ward-Prowse,159,4.4,3215,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,Adam,Armstrong,A.Armstrong,57,2.5,1409,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430,Kyle,Walker-Peters,Walker-Peters,82,2.6,2630,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
431,Jan,Bednarek,Bednarek,94,3.0,2629,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
432,Che,Adams,Adams,103,3.4,2034,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,Nathan,Tella,Tella,29,2.1,802,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,Lyanco,Silveira Neves Vojnovic,Lyanco,19,1.3,906,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,Yan,Valery,Valery,9,1.8,369,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,Will,Smallbone,Smallbone,5,1.2,132,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,Ibrahima,Diallo,Diallo,44,1.9,1016,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,Romain,Perraud,Perraud,38,1.9,1621,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
439,Moussa,Djenepo,Djenepo,13,1.1,452,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440,Tino,Livramento,Livramento,80,2.9,2200,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
441,Mohammed,Salisu,Salisu,58,1.7,2971,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,Mateusz,Lis,Lis,0,0.0,0,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,Gavin,Bazunu,Bazunu,0,0.0,0,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,Armel,Bella-Kotchap,Bella-Kotchap,0,0.0,0,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445,Willy,Caballero,Caballero,2,1.0,180,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
446,Joe,Ayodele-Aribo,Aribo,0,0.0,0,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,Hugo,Lloris,Lloris,158,4.2,3420,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,Fraser,Forster,Forster,57,3.0,1710,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,Harry,Kane,Kane,192,5.2,3231,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,Son,Heung-min,Son,258,7.4,3009,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,Matt,Doherty,Doherty,67,4.5,871,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,Eric,Dier,Dier,132,3.8,3071,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,Lucas,Rodrigues Moura da Silva,Lucas Moura,87,2.6,1763,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,Ben,Davies,Davies,105,3.6,2537,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,Pierre-Emile,Højbjerg,Højbjerg,109,3.0,3196,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,Harry,Winks,Winks,33,1.7,904,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,Davinson,Sánchez,Sánchez,93,4.0,1626,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,Ryan,Sessegnon,R.Sessegnon,56,3.7,1046,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,Steven,Bergwijn,Bergwijn,55,2.2,548,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460,Sergio,Reguilón,Reguilón,104,4.2,1914,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,Japhet,Tanganga,Tanganga,29,2.6,735,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
462,Rodrigo,Bentancur,Bentancur,52,3.1,1360,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,Oliver,Skipp,Skipp,34,1.9,1346,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,Joe,Rodon,Rodon,3,1.0,87,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
465,Cristian,Romero,Romero,63,2.9,1844,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,Yves,Bissouma,Bissouma,66,2.5,2110,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,Emerson,Leite de Souza Junior,Emerson Royal,102,3.3,2282,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
468,Dejan,Kulusevski,Kulusevski,99,5.5,1259,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
469,Dane,Scarlett,Scarlett,1,1.0,3,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,Ivan,Perišić,Perišić,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,Harvey,White,White,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,Pape Matar,Sarr,Sarr,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
473,Brandon,Austin,Austin,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,Alfie,Devine,Devine,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,Troy,Parrott,Parrott,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,Richarlison,de Andrade,Richarlison,125,4.2,2522,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,Clément,Lenglet,Lenglet,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,Djed,Spence,Spence,0,0.0,0,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,Lukasz,Fabianski,Fabianski,136,3.7,3330,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
480,Angelo,Ogbonna,Ogbonna,40,3.6,921,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,Aaron,Cresswell,Cresswell,115,3.7,2726,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,Michail,Antonio,Antonio,140,3.9,2975,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,Craig,Dawson,Dawson,90,2.6,2752,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,Manuel,Lanzini,Lanzini,92,3.1,1777,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
485,Kurt,Zouma,Zouma,66,2.8,2078,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,Arthur,Masuaku,Masuaku,29,2.2,645,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,Vladimir,Coufal,Coufal,70,2.5,2207,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,Saïd,Benrahma,Benrahma,138,4.3,2162,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
489,Jarrod,Bowen,Bowen,206,5.7,2987,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,Nikola,Vlasic,Vlasic,30,1.6,549,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
491,Declan,Rice,Rice,95,2.6,3178,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,Tomas,Soucek,Soucek,114,3.3,3061,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,Pablo,Fornals Malla,Fornals,117,3.2,2795,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,Issa,Diop,Diop,30,2.3,961,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,Ben,Johnson,Johnson,48,2.4,1397,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,Nayef,Aguerd,Aguerd,0,0.0,0,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,Alphonse,Areola,Areola,2,2.0,90,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,Flynn,Downes,Downes,0,0.0,0,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
499,Willy,Boly,Boly,17,1.7,900,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,Conor,Coady,Coady,138,3.6,3361,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,Raúl,Jiménez,Jiménez,101,3.0,2630,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,Jonathan,Castro Otto,Jonny,38,2.9,1022,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,José,Malheiro de Sá,Sá,146,3.9,3285,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,Leander,Dendoncker,Dendoncker,76,2.5,1945,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,Rúben,da Silva Neves,Neves,95,2.9,2659,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,Hwang,Hee-chan,Hwang,81,2.7,1811,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,Nélson,Cabral Semedo,Semedo,94,3.8,2131,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,Daniel,Castelo Podence,Podence,70,2.7,1475,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,Max,Kilman,Kilman,106,3.5,2688,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,Luke,Cundle,Cundle,7,1.8,179,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,Pedro,Lomba Neto,Neto,22,1.7,459,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512,Rayan,Aït-Nouri,Aït-Nouri,87,3.8,1826,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,Fabio,Silva,Fabio Silva,30,1.4,562,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,Toti António,Gomes,Toti,6,1.5,360,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,Francisco Jorge,Tomás Oliveira,Chiquinho,20,2.5,203,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,Adama,Traoré Diarra,Adama,44,2.2,1069,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,Matija,Šarkić,Šarkić,0,0.0,0,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,Morgan,Gibbs-White,Gibbs-White,1,0.5,7,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,Yerson,Mosquera Valdelamar,Mosquera,0,0.0,0,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,João Filipe Iria,Santos Moutinho,Moutinho,96,2.7,2970,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,Nathan,Collins,Collins,55,2.9,1670,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
